"","id","created_time","snippet","headline"
"164",4,"2008-05-29T05:54:00+0000","Nicholas D. Kristof visits the Xinjiang region of western China and finds that local Uighurs don’t feel very Chinese despite being part of China.","China’s Muslim West "
"165",5,"2004-10-25T05:00:00+0000","Editorial criticizes Bush administration's rejection of Pakistan's request that US lower duties on underwear and shirts from Pakistan and consider free-trade pact with it; says there are few better ways of reaching out to Muslim world in so-called...","Nourishing the Muslim World"
"166",6,"2002-11-10T05:00:00+0000","On Being a Muslim in America To the Editor:.","On Being a Muslim in America"
"167",7,"2002-04-25T05:00:00+0000","Op-Ed article by Steven Lubet, law professor, says Zacarias Moussaoui's demand for Muslim lawyer may seem outrageous to most Americans, but Judge Leonie Brinkema should let him have his way; says Moussaoui, who is charged with conspiring in Sept 1...","A Muslim Lawyer for Moussaoui"
"168",8,"2006-06-10T04:00:00+0000","Don’t ask me to
explain Toronto’s
terror suspects.","The Person Behind the Muslim"
"169",9,"2006-02-03T05:00:00+0000","","Cartoons unify Muslims"
"170",10,"2008-07-21T05:00:00+0000","","Mending a Muslim divide"
"171",1,"2006-02-20T05:00:00+0000","Edward Rothstein Connections column on Daniel C Dennett book Breaking the Spell: Religion as a Natural Phenomenon compares religion to worm or virus in mind of believers; says while he is prepared for controversy that is surely to arise from this ...","History Illuminates the Rage of Muslims"
"172",2,"2008-09-24T01:27:38+0000","A diverse group of American leaders will release a report on Wednesday calling for an overhaul of American strategy to reverse the spread of terrorism and extremism.","Report Seeks Engagement With Muslims by Diplomacy"
"173",3,"2009-12-26T03:30:37+0000","A judge in Sargodha ordered that the five men suspected of pursuing jihadist training in Pakistan remain in custody for another 10 days so the police could continue their investigation.","Pakistan: Muslim Americans Stay in Jail"
"174",4,"2007-12-17T05:00:00+0000","Moved by internal politics and Saudi ties, tens of thousands of Russian Muslims traveled to Saudi Arabia to join the masses in Mecca, Islam’s holiest site. ","Putin Opens Mecca Path for Muslims"
"175",5,"2006-07-01T04:00:00+0000","The International War Crimes Tribunal sentenced Naser Oric, the wartime commander of the Muslim force at Srebrenica, to two years imprisonment for failing to prevent the cruel treatment and killing of Serbian prisoners during Bosnia's 1992-95 civi...","The Hague: Muslim Freed After Conviction"
"176",6,"2003-03-21T05:00:00+0000","Federal Bureau of Investigation and Islamic Council of Pittsburgh hold joint news conference to demonstrate fledgling efforts at cooperation between Muslims and FBI as war against Iraq begins; authorities plan to interview 397 Iraqis identified as...","Resentful of Treatment, Muslims Still Work With Authorities"
"177",7,"2007-11-15T05:00:00+0000","Adam Habib, a South African Muslim academic, has been told by the State Department that he was barred from entering the United States because of engaging in terrorist activities.","Lawsuit Over Visa for Muslim Academic"
"178",8,"2008-12-20T23:01:07+0000","Government security forces were implicated in the deaths of at least 90 people killed in religious violence in the central Nigerian city of Jos last month, Human Rights Watch said Saturday.","Nigeria Forces Are Implicated in the Killings of Muslims"
"179",9,"2008-06-10T04:00:00+0000","President Susilo Bambang Yudhoyono signed a decree ordering members of Ahmadiyah, a minority Muslim sect, to stop practicing their form of Islam or face arrest.","President of Indonesia Restricts Muslim Sect"
"180",10,"2007-10-12T04:00:00+0000","A group of 138 Muslim scholars urged Pope Benedict XVI and other Christian leaders to engage in a deep dialogue for peace between the faiths.","Vatican City: Muslim Letter to Pope"
"181",1,"2001-10-20T05:00:00+0000","Saudi Arabia has conducted decades-long campaign to induce American Muslims to become followers of puritanical Islamic sect, Wahhabism, that sustains power of Saudi royal family; they build mosques across US, send Americans to Middle East to be tr...","Saudis Seek to Add U.S. Muslims to Their Sect"
"182",2,"2006-09-15T05:00:00+0000","As Pope Benedict XVI arrived back home from Germany, Muslim leaders on Thursday strongly criticized a speech he had given using unflattering language about Islam.     Some of the strongest words came from Turkey, possibly putting in jeopardy Bened...","Muslims Condemn Pope’s Remarks on Islam"
"183",3,"2001-10-08T05:00:00+0000","Muslims in New York express support, albeit tentative and anguished, for US air strikes against Afghanistan; some express hope and confidence that attacks are specifically targeted to military installations, rather than civilians; scene in Muslim ...","Among New York Muslims, Support for U.S. Strikes"
"184",4,"2003-04-18T05:00:00+0000","Pentagon will proceed with Good Friday religious service by Rev Franklin Graham despite objections from some Muslim groups that he has called Islam 'a very evil and wicked religion' (M)","Muslims Object to Graham"
"185",5,"2005-04-30T05:00:00+0000","In the wake of 9/11, Muslim immigrants from Pakistan, Egypt and other countries have found themselves living in a newly suspicious America. Many of their businesses and mosques have been closely monitored by federal agents, thousands of men have b...","Muslim Converts Face Discrimination"
"186",6,"2008-05-21T04:00:00+0000","“A Jihad for Love” is a dispatch from the outer limits of marginalization: a documentary on devout Muslims struggling with their homosexuality.","Torn by the Contradictions of Being Gay and Muslim"
"187",7,"2009-01-02T17:12:32+0000","An overheard remark about the safest seat on the plane led to a family of American citizens being pulled off a plane and questioned by F.B.I. agents, who quickly cleared them.","Airline Blocks Muslim Family"
"188",8,"2002-09-13T05:00:00+0000","Bruce Weber reviews Rehanna Mirza's play Barriers, directed by Ashok Sinha; photo (S)","Muslims Feeling Dagger Eyes"
"189",9,"2008-04-02T04:00:00+0000","The news of the protest in Xinjiang underscored the breadth of China’s problems with ethnic and religious minority groups.","Protest in Muslim Province in China"
"190",10,"2001-10-07T05:00:00+0000","Map illustrates geography of Muslim world; shows two main branches of Islam and describes politics of select countries","Diversity, and Complexity, Of the Muslim World"
"191",1,"2007-10-22T04:00:00+0000","A federal jury today failed to convict any of the former leaders of a Muslim charity charged with financing Middle Eastern terrorists.","No Convictions in Trial Against Muslim Charity"
"192",2,"2010-12-22T03:43:27+0000","A federal judge ordered the government to pay nearly $2.6 million to officials with a shuttered Islamic charity in Oregon who the judge said were illegally wiretapped after the Sept. 11 attacks.","U.S. Ordered to Pay Group of Muslims"
"193",3,"2007-08-29T04:00:00+0000","For six months, from blogs to talk shows to cable networks to the right-wing press, the hysteria and hatred over a planned Arabic minischool never ceased. Regrettably, it worked.","Critics Ignored Record of a Muslim Principal"
"194",4,"2007-11-30T05:00:00+0000","Moderate British Muslim leaders on Thursday proposed guidelines that aim to root out extremism, promote a culture of “civic responsibility” and foster women’s rights.","British Muslim Leaders Propose ‘Code of Conduct’"
"195",5,"2008-11-07T03:12:57+0000","The meeting came a year after Muslim leaders wrote a letter to Pope Benedict XVI after he offended many Muslims with a sermon that contained an anti-Islam quote.","Catholics and Muslims Pledge to Improve Links"
"196",6,"2009-11-09T03:34:29+0000","In the years since Sept. 11, the service of Muslim-Americans is more necessary and more complicated than ever.","Complications Grow for Muslims Serving in U.S. Military"
"197",7,"2005-12-07T17:11:00+0000","A day of reckoning is at hand in Egyptian politics now that the Muslim Brotherhood is entering the corridors of power.","Muslim Brotherhood Gains Ground"
"198",8,"2006-03-15T05:00:00+0000","","Muslim, French - and proud to be both"
"199",9,"2002-07-01T05:00:00+0000","Khaled Abou El Fadl Op-Ed article says moderate Muslim intellectuals in West have been fighting for very soul of their religion for more than 20 years, and this battle has only intensified since Sept 11; says America's moderate Muslims are fightin...","Moderate Muslims Under Siege"
"200",10,"2010-04-26T23:10:58+0000","Speaking at a summit for businesspeople from Muslim countries, President Obama vows to be steadfast in seeking a comprehensive peace deal between Israelis and Palestinians.","Obama Talks to Muslim Entrepreneurs"
"201",1,"2006-08-04T04:00:00+0000","Iran’s president, Mahmoud Ahmadinejad, suggested that the solution to the crisis was to eliminate Israel.","Muslims Warn of Surge in Terrorism"
"202",2,"2009-01-29T03:04:57+0000","Heather Hurlburt of the National Security Network and David Frum of NewMajority.com debate whether President Obama should give a speech to the Muslim world.","Bloggingheads: Obama's Muslim Speech"
"203",3,"2006-09-03T05:00:00+0000","CASUAL readers of Greek mythology are often surprised to learn that if you want to visit what is left of Troy, you have to travel to Turkey. And those familiar with Christianity might also be surprised to learn that millions of people believe that...","A Christian Shrine in a Muslim Land"
"204",4,"2006-12-21T05:00:00+0000","Rep Virgil H Goode Jr, Republican of Virginia, warns that election of Keith Ellison, Minnesota Democrat and first Muslim elected to Congress, poses serious threat to nation's traditional values; cites Ellison's plans to use Koran instead of Bible ...","Congressman Criticizes Election of Muslim"
"205",5,"2003-04-28T05:00:00+0000","Article on seeming mixed messages from Bush administration about Islam; Pres Bush has consistently said Islam is religion of peace; has reached out to Muslims in his 2000 presidential campaign and after Sept 11 terrorist attacks he warned against ...","For Muslims, a Mixture Of White House Signals"
"206",6,"2004-10-22T05:00:00+0000","Coalition of 10 American Muslim groups urges Muslims to vote for Sen Kerry (S)","AMERICAN MUSLIMS BACK KERRY"
"207",7,"2008-09-25T05:00:00+0000","","For French Muslims, a Catholic education"
"208",8,"2003-09-15T05:00:00+0000","Op-Ed article by Pankaj Mishra says bomb explosions in Bombay that killed more than 50 people last month were quickly blamed on terrorists based in Pakistan, but four people arrested in connection with attacks were Indian Muslims, part of new grou...","India's Muslim Time Bomb"
"209",9,"2007-03-26T05:00:00+0000","","Hear out the Muslim Brotherhood"
"210",10,"2007-04-20T04:00:00+0000","Fifty-two Muslim graves were desecrated and covered with swastikas and other Nazi graffiti in the World War I military cemetery of Notre-Dame de Lorette, near Arras. Last month, more than 50 Jewish graves were knocked over in a cemetery in the nea...","France: Muslim Graves Desecrated"
"211",1,"2005-10-12T05:00:00+0000","","The heart of Muslim Britain"
"212",2,"2007-11-27T20:18:11+0000","","Romney and Muslims (And That Other Religion …)"
"213",3,"2005-05-20T05:00:00+0000","","In France, even Muslims are divided"
"214",4,"2007-11-27T21:05:45+0000","The candidate says he would be open to people of all faiths in a Romney cabinet.","Romney on Muslims in His Cabinet"
"215",5,"2008-04-07T04:00:00+0000","President Nicolas Sarkozy called the desecration of 148 Muslim graves in a war cemetery in northern France “sordid.”","Muslim Graves Desecrated in France"
"216",6,"2007-08-10T04:00:00+0000","Incensed Muslims assaulted Taslima Nasreen, above left, the exiled Bangladeshi author and feminist, at a publication party at the press club in Hyderabad, India, yesterday, Reuters reported. Lawmakers and members of the All India Majlis-e-Ittehadu...","Muslims Attack Feminist Writer"
"217",7,"2007-10-13T14:10:45+0000","Senator Barack Obama and Mitt Romney both face rumors about their faiths.","2008: Muslims, Mormons and Misunderstandings"
"218",8,"2005-07-11T05:00:00+0000","American and European leaders again promised that two Bosnian Serb leaders indicted for the killings would be brought to justice.","Bosnian Muslims Recall Executions"
"219",9,"2005-01-20T05:00:00+0000","","Helping Muslims: LETTERS TO THE EDITOR"
"220",10,"2007-05-22T19:00:55+0000","","The View From Muslim-Americans"
"221",1,"2006-10-09T04:00:00+0000","A videotape shows members of the Danish People’s Party drawing humiliating cartoons of the Prophet Muhammad.","Danish Tape Galls Muslims"
"222",2,"2009-12-04T12:20:53+0000","It is only the secular forces within Islam that can subdue the screams of radicalism.","The Price of Being Born Muslim"
"223",3,"2010-08-11T14:20:15+0000","As the Islamic population has grown in size and affluence, multinational groups have built marketing campaigns to attract Muslim consumers.","Advertisers Seek to Speak to Muslim Consumers"
"224",4,"2005-04-08T05:00:00+0000","","For homeless Muslims, a refugee 'hotel'"
"225",5,"2004-10-30T05:00:00+0000","","Muslims and Europe : LETTERS TO THE EDITOR"
"226",6,"2006-11-08T05:00:00+0000","Dhiren Barot, British Muslim born in India, is sentenced in London to forty years in prison for plotting terror attacks in US and Britain that were intended to cause carnage on 'colossal and unprecedented scale'; Barot is said to be most senior Al...","British Muslim Sentenced in Terror Attacks"
"227",7,"2002-12-20T05:00:00+0000","Shouldn't Muslim leaders ask themselves the reasons for Western mistrust, even of Muslim states that are ostensibly allied to the West? .Muslim rulers have built strategic partnerships with the decision-makers in the U.S. foreign policy establishm...","Muslims : Scant cause for respect"
"228",8,"2010-04-19T02:02:47+0000","The Obama administration has reached out to Muslims in a widening effort that has left even skeptics surprised.","White House Quietly Courts Muslims in U.S."
"229",9,"2007-02-22T12:38:07+0000","Tales from the culture wars: Virgil Goode, Christians, Muslims… Oh my!","In Muslims We Do Not Trust"
"230",10,"2007-04-18T04:00:00+0000","The seventh entry in PBS’s series about the post-9/11 world makes a rather dull documentary out of the complex warp of Islamic life in the U.S.","A Tour of Muslim-Americans’ America"
"231",1,"2003-01-28T05:00:00+0000","There has never been a time when Muslims were so looked down upon and so oppressed as they are today. We all know that the Prophet brought only one Islam. But today there are many Islamic religions..There are the Sunnis and the Shiites, divided in...","Muslims : In the beginning was the duty of peace"
"232",2,"2006-08-04T05:00:00+0000","Muslim leaders meeting for the first time since the start of the crisis in Lebanon warned Thursday that the fighting could spawn further acts of terrorism, while Iran's president, Mahmoud Ahmadinejad, suggested that the solution to the crisis was ...","Muslims Warn of Surge in Terrorism"
"233",3,"2008-09-30T15:15:23+0000","Reussite secondary school in Paris is one of only four Muslim schools in the country, but may close its doors soon due to a lack of funding.","School for French Muslims Struggles"
"234",4,"2005-06-20T05:00:00+0000","","French Muslims elect leaders"
"235",5,"2004-01-14T05:00:00+0000","Alaa Bayoumi should be reminded that Muslims in Europe fare better than non-Muslims in Middle Eastern countries like Saudi Arabia, where it is illegal to practice any religion other than Islam. Granted, the situation of Muslims in Europe should be...","Muslims in Europe : LETTERS TO THE EDITOR"
"236",6,"2006-08-23T13:54:17+0000","In Washington, a sudden chill toward successful political parties in the Middle East.","Bush’s War on Muslim Democrats"
"237",7,"2007-11-11T05:00:00+0000","With humor instead of fear, exploring Islam’s relation to the West after 9/11.","Muslims on TV, No Terror in Sight"
"238",8,"2005-10-21T05:00:00+0000","","For Britain's Muslims, uneasy days"
"239",9,"2009-06-02T23:39:21+0000","In a television interview, President Obama noted that the U.S. also could be considered as “one of the largest Muslim countries in the world.”","The U.S. as a Muslim Nation"
"240",10,"2009-06-22T21:50:21+0000","The film, to be shown Tuesday as part of the ""P.O.V."" series on PBS, explores a young religious convert's efforts to reinvent himself in the face of sanctioned prejudices.","Trailer: 'New Muslim Cool'"
"241",1,"2004-12-17T05:00:00+0000","","Thailand : Behind the Muslim 'insurgency'"
"242",2,"2009-12-04T05:00:00+0000","It is only the secular forces within Islam that can subdue the screams of radicalism.","The Price of Being Born Muslim"
"243",3,"2005-06-05T05:00:00+0000","About two months after the attacks on the World Trade Center and the Pentagon on Sept. 11, 2001, the Pakistani police picked up Murat Kurnaz, a 19-year-old Muslim from Germany who was traveling by bus near the city of Peshawar.     The police turn...","One Muslim's Odyssey to Guantánamo"
"244",4,"2004-11-03T05:00:00+0000","","Moderate Muslims : LETTERS TO THE EDITOR"
"245",5,"2004-01-14T05:00:00+0000","Alaa Bayoumi (""Muslims in Europe face widespread abuse,"" Views, Jan. 8) fails to see the irony in the Bush administration's release of a report on religious freedom that highlights anti-Muslim attitudes in Europe. While significant anti-Muslim a","Muslims in Europe : LETTERS TO THE EDITOR"
"246",6,"2005-01-06T05:00:00+0000","","Womanon Muslim board quits"
"247",7,"2003-09-07T05:00:00+0000","Op-Ed article by author Muqtedar Kahn on state of Muslims in America, among fastest growing segments of population before Sept 11; says date has proven transformative, compelling Muslims to connect more intimately with American mainstream society;...","Putting the American in 'American Muslim'"
"248",8,"2008-02-21T05:00:00+0000","The intense debate over whether organizations for Muslim students should be inclusive or strict is playing out on college campuses across the United States.","For Muslim Students, a Debate on Inclusion"
"249",9,"2010-11-05T17:33:12+0000","The West should not let Obama's midterm setback undercut his efforts at rapprochement with the Muslim world.","Stay With Obama's Opening to Muslims"
"250",10,"2003-06-04T05:00:00+0000","If the American threat of preemptive military action against Iraq inflamed the Muslim world over the winter, the war itself fanned the flames, with a sharp new rise in hostility toward the United States, the latest Pew survey has found.. Animosity...","Muslims lament Israel's existence"
"251",1,"2001-11-18T05:00:00+0000","Fouad Ajami profiles Al Jazeera, Arabic-language satellite news station; notes that Al Jazeera, which claims global audience of 35 million Arabic-speaking viewers, may not officially be Osama bin Laden Channel, but that he is clearly its star; see...","What the Muslim World Is Watching"
"252",2,"2007-11-13T05:00:00+0000"," Ask Kareem Salama, billed as the first Muslim country-western singer, what makes his music “country,” and he grins for about half a beat before answering, “Probably my accent.”","Muslim Singer With a Country Twang"
"253",3,"2005-11-16T05:00:00+0000","","Britain approves Muslim's extradition"
"254",4,"2001-09-23T05:00:00+0000","","Uneasy Times for Muslims on Island"
"255",5,"2006-12-21T05:00:00+0000","Representative Virgil H. Goode Jr. warned that the election of the first Muslim to Congress posed a threat to the nation’s traditional values.","Congressman Criticizes Election of Muslim"
"256",6,"2006-02-17T05:00:00+0000","","James Carroll: Understanding Muslims"
"257",7,"2005-03-18T05:00:00+0000","","China releases Muslim prisoner"
"258",8,"2005-07-25T05:00:00+0000","","Pressure is growingon Muslims in Italy"
"259",9,"2006-10-09T05:00:00+0000","Danish state television broadcasts videotape showing young members of right-wing Danish People's Party engaged in competition to draw humiliating cartoons of Prophet Muhammad; Muslim leaders in Denmark condemn video (S)","Danish Tape Galls Muslims"
"260",10,"2010-02-28T01:57:11+0000","The collapse of the Islamic Solidarity Games provides lessons for the West in dealing with the Islamic world.","Muslims Won’t Play Together"
"261",1,"2006-01-30T05:00:00+0000","","Danish paper apologizes to Muslims"
"262",2,"2007-05-30T18:01:58+0000","Islam in Indonesia is often fused with local cultures. But some of its more unorthodox practices have incited backlash from extremists.","Some Muslims Face Backlash"
"263",3,"2003-06-04T05:00:00+0000","","Muslims lament Israel's existence"
"264",4,"2009-11-07T17:24:16+0000","Members of a mosque near Fort Hood expressed shock at the killings. ","Fort Hood Muslims React"
"265",5,"2001-10-19T05:00:00+0000","Regarding ""Growth of Democracy Is the Answer to Terrorism"" (Opinion, Oct. 11) by Anwar Ibrahim: . Mr. Anwar is certainly right that Muslim leaders should condemn without reservation the Sept. 11 attacks in America and that Muslim communities mu","The Muslim Response : LETTERS TO THE EDITOR"
"266",6,"2005-07-25T05:00:00+0000","","Pressure is growingon Muslims in Italy"
"267",7,"2001-12-15T05:00:00+0000","muØ","Some Muslims Say Tape Removes Previous Doubt"
"268",8,"2007-04-12T23:14:16+0000","Islam in Indonesia is often fused with local cultures. But some of its more unorthodox practices have incited backlash from extremists.","Some Muslims Face Backlash"
"269",9,"2005-07-12T05:00:00+0000","","Muslims feeling the sting of a backlash"
"270",10,"2003-04-09T05:00:00+0000","Rue de Bon Pasteur, Muslim haven in heart of Marseille, illustrates political and social reality facing France, where Muslim population has now surged to seven percent of total, and about 17 percent in city itself; photo; map; much of Arab-Muslim ...","A Maze of Identities for the Muslims of France"
"271",1,"2003-04-06T05:00:00+0000","Kenneth M Pollack reviews book The Crisis of Islam: Holy War and Unholy Terror by Bernard Lewis; photo (M)","Faith and Terrorism in the Muslim World"
"272",2,"2005-06-22T05:00:00+0000","","A Muslim woman's step for freedom"
"273",3,"2010-12-29T00:20:40+0000","Journalist Mona Eltahawy, left, and Imam Abdullah Antepli of Duke University discuss what America's Muslims and Jews can learn from each other's experiences.","Bloggingheads: American Jews and Muslims"
"274",4,"2005-09-03T05:00:00+0000","","A handshake stirs Muslim world"
"275",5,"2005-11-10T05:00:00+0000","","Egypt's Christian-Muslim divide"
"276",6,"2006-03-16T05:00:00+0000","","Muslim, French - and proud to be both"
"277",7,"2001-11-27T05:00:00+0000","Rina Amiri Op-Ed article on future of women in Afghanistan in aftermath of Taliban's defeat; says envisioning real peace, with women as key stakeholders in country, requires looking beyond symbols and unfolding layers of complexity beneath politic...","Muslim Women as Symbols -- and Pawns"
"278",8,"2006-11-21T05:00:00+0000","After years of rage and murder, the Netherlands has reached what is pretty much a consensus about the integration of Muslim immigrants.","Nudging to Consensus Over Dutch Muslims"
"279",9,"2008-02-19T12:53:00+0000","Another group of Cairo students and graduates say religion is not the problem but the answer.","‘If You’re a Muslim, Why Not Be Religious?’"
"280",10,"2003-01-28T05:00:00+0000","FBI is ordering field supervisors to count number of mosques and Muslims in their areas as part of antiterrorism effort; civil rights advocates and Arab-American leaders denounce survey as form of racial profiling; bureau officials contend that re...","F.B.I. Tells Offices to Count Local Muslims and Mosques"
"281",1,"2009-02-03T05:00:00+0000","","Egypt persecutes Muslim moderates"
"282",2,"2006-02-05T05:00:00+0000","","Muslim protests swell in Mideast"
"283",3,"2006-03-28T05:00:00+0000","","Muslim women: Customs and conflicts"
"284",4,"2006-02-02T05:00:00+0000","","Prophet cartoons enraging Muslims"
"285",5,"2006-05-28T04:00:00+0000","A trial over a subway bomb plot provided clues about the extent of police surveillance at New York's mosques.","Trial Opens Window on Shadowing of Muslims"
"286",6,"2006-03-25T05:00:00+0000","Masuda Sultan memoir My War at Home is account of her arranged marriage to doctor almost twice her age when she was 17; while Sultan left her marriage, she says she wrote book to enlighten outsiders about virtues of arranged marriage; is open abou...","'My War at Home': A Muslim Woman's Critique of Custom"
"287",7,"2007-03-18T05:00:00+0000","","Napoleon, the Jews and French Muslims"
"288",8,"2001-11-13T05:00:00+0000","I thank Prince Walid of Saudi Arabia for explaining his gift to the Sept. 11 fund in New York. Instead of reacting with hurt feelings or arrogance over Mayor Rudolph Giuliani's refusal of his donation, the prince explained his act, apologized, and...","Muslim Goodwill : LETTERS TO THE EDITOR"
"289",9,"2002-03-27T05:00:00+0000","Ad hoc group of Muslim civil and religious groups charges Bush administration with racial and religious harassment in anti-terrorism effort; cites Justice Department's request that 3,000 Muslims living in United States submit to voluntary intervie...","Raids, Detentions and Lists Lead Muslims to Cry Persecution"
"290",10,"2006-10-21T05:00:00+0000","Estimated 180,000 Muslims from West Bank and Israel fill streets of Jerusalem's Old City and pray at Al Aksa Mosque compound on last Friday before Ramadan ends; thousands are turned back at city's edge, some in scuffles with Israeli security force...","Muslims Flood Streets of Jerusalem for Ramadan"
"291",1,"2006-05-28T05:00:00+0000","Recent terrorism trial of Shahawar Matin Siraj in New York City opens window on Police Intelligence Division's clandestine programs, which infiltrate mosques and Muslim gatherings to gather information in effort to prevent terrorist attacks; criti...","Trial Opens Window on Shadowing of Muslims"
"292",2,"2002-11-05T05:00:00+0000","For many foreigners and Indonesians, Bali had always been a favorite destination to visit. But then came Oct. 12. The Bali attack was an outrage directed both at those from Bali and abroad and generally at the Indonesian state. Words cannot descri...","Terrorism : Indonesia's Muslims say 'no'"
"293",3,"2002-03-12T05:00:00+0000","Op-Ed article by Mohamed Charfi says since Sept 11 world has come to know more about educational systems prevalent in Muslim countries and their role in promoting hostility toward West; says even in countries where religious teaching is less exalt...","Reaching the Next Muslim Generation"
"294",4,"2001-12-12T05:00:00+0000","Federal and local investigators begin search for more than 200 young Muslim males believed living in Detroit area who failed to respond to letters inviting them for interviews with law enforcement officials in connection with September 11 terroris...","200 Muslims Are Sought In Michigan"
"295",5,"2009-08-27T23:58:48+0000","Adm. Mike Mullen, chairman of the Joint Chiefs of Staff, said efforts to counter Islamist ideology “lack credibility.”","Message to Muslim World Gets a Critique"
"296",6,"2006-10-21T04:00:00+0000","The prayers were marred by scuffles as Israeli forces clashed with Palestinians seeking to enter Jerusalem. ","Muslims Flood Streets of Jerusalem for Ramadan"
"297",7,"2008-02-16T05:00:00+0000","They may not make ’em like they used to in Hollywood, but sometimes in India they still do.","A Muslim and a Hindu. Let’s Dance."
"298",8,"2008-04-03T04:00:00+0000","In the northwestern region of Xinjiang, Uighur Muslims protested Chinese rule last month even as Tibetans rioted in the southwest, Chinese officials said.","China Confirms Protests by Uighur Muslims"
"299",9,"2006-10-20T04:00:00+0000","Ramadan is a rare occasion when many Muslims are permitted to worship at one of Islam’s holiest sites.","Muslims Gather at Jerusalem Mosque"
"300",10,"2006-09-26T04:00:00+0000","Pope Benedict XVI told ambassadors from 22 Muslim countries that “intercultural dialogue is a necessity.”","Pope Assures Ambassadors of His Respect for Muslims"
"301",1,"2009-06-04T14:22:23+0000","In his address at Cairo University, President Obama imploring America and the Islamic world to drop their suspicions of one another and forge new alliances to confront violent extremism and heal religious divides.","President Obama's Address to Muslims"
"302",2,"2010-10-29T00:48:38+0000","A response to an article about how to stop bulling in schools.","When Muslims Are Bullied"
"303",3,"2006-11-08T05:00:00+0000","The man was sentenced to a minimum of 40 years for planning to bring what the judge in the case called carnage “on a colossal and unprecedented scale.”","British Muslim Sentenced in Terror Attacks"
"304",4,"2006-09-07T04:00:00+0000","Of nine suspects arrested, only two were formally charged on Wednesday, and the police said they are scrambling to hold the case together.","2 Muslims Are Charged in Plot for a Bombing in Denmark"
"305",5,"2005-12-04T05:00:00+0000","","In Germany, Muslims grow apart"
"306",6,"2006-08-14T05:00:00+0000","WHEN Israel and Hezbollah began trading blows last month, the community at RaptureReady.com, a fundamentalist Christian site dedicated to the proposition that the end times are near, was atwitter, taking the conflict as another sign of an impendin...","A Christian Site Grapples With Muslim Mysteries"
"307",7,"2006-09-03T04:00:00+0000","Over the years, stories have circulated that water from the Nightingale Hill in Turkey has healing powers.","A Christian Shrine in a Muslim Land"
"308",8,"2006-11-10T05:00:00+0000","Keith Ellison, 43-year-old criminal defense lawyer who converted to Islam as 19-year-old college student, is elected first Muslim in Congress, representing Minnesota's Fifth District in House of Representatives; Muslims across America, and oversea...","Muslim’s Election Is Celebrated Here and in Mideast"
"309",9,"2005-07-16T05:00:00+0000","At Beeston's Cross Flats Park, in the center of this now embattled town, Sanjay Dutt and his friends grappled Friday with why their friend Kakey, better known to the world as Shehzad Tanweer, had decided to become a suicide bomber.     ''He was si...","Anger Burns on the Fringe of Britain's Muslims"
"310",10,"2007-04-03T04:00:00+0000","An unusual legal brief draws parallels between the government’s treatment of Japanese and its treatment of Muslims since 9/11.","Relatives of Interned Japanese-Americans Side With Muslims"
"311",1,"2010-01-04T15:15:47+0000","Abdullah el-Faisal, a Jamaican-born Muslim cleric, has been linked to the Nigerian man accused of trying to bomb an American airliner on Christmas Day over Detroit.","Kenya Seeks to Deport Muslim Cleric to Jamaica"
"312",2,"2008-03-26T04:00:00+0000","Across the United States, Muslims who find that a public school education clashes with their religious or cultural traditions have turned to educating their children at home.","Many Muslims Turn to Home Schooling"
"313",3,"2008-04-09T04:00:00+0000","Four youths have been arrested in connection with the desecration of 148 Muslim graves in the Notre Dame de Lorette cemetery.","France: Arrests in Vandalism of Muslim Graves in North"
"314",4,"2006-09-23T04:00:00+0000","Amid renewed protests against Pope Benedict XVI on the Muslim day of prayer, the pope invited ambassadors from Muslim countries to meet him on Monday to tamp down tensions over his speech last week that portrayed Islam as tied to violence. He is t...","Vatican City: Pope to Meet Muslim Envoys"
"315",5,"2006-05-17T04:00:00+0000","A Muslim cleric and businessman, Ahmed Abdallah Sambi, won the presidential election on Sunday in this Indian Ocean archipelago known for coups and assassinations. Rivals said Mr. Sambi, widely known as ","Comoros: Muslim Cleric Wins Presidential Election"
"316",6,"2005-07-28T05:00:00+0000","Muslim scholars in United States and Canada plan to release fatwa, or judicial ruling, saying that Islam condemns terrorism, religious extremism and any violence against civilians, including suicide bombings; edict is signed by 18 Islamic scholars...","From Muslims in America, a New Fatwa on Terrorism"
"317",7,"2007-07-04T04:00:00+0000","Muslim leaders in Britain have been quick to condemn the failed car bomb attacks; one leader said “there is no cause whatsoever that could possibly justify such barbarity.”","Muslims Urge Cooperation in Inquiry on Bomb Plot"
"318",8,"2008-03-06T05:00:00+0000","The initiative comes as a fresh start following Pope Benedict XVI’s Regensburg lecture in 2006, which angered Muslims because it implied Islam was violent and irrational.","New Forum to Try to Improve Catholic-Muslim Ties"
"319",9,"2006-09-26T05:00:00+0000","Pope Benedict XVI sought again on Monday to repair the church's rift with the Islamic world, telling ambassadors from 22 Muslim countries that he respected Muslims and that ''interreligious and intercultural dialogue is a necessity.''     In a bri...","Pope Assures Ambassadors of His Respect for Muslims"
"320",10,"2002-08-04T05:00:00+0000","Article on Iranian film writer and director Babak Payami, who comments on his movie Secret Ballot, which is set to open in New York; he comments on Iran's continuing struggle with democracy and democratic elections; photo (M)","Capturing the Fervor for Democracy in a Muslim Land"
